id,category,evidence_type,apps,channel_invariant,sqlite_mapped,mapped_dbs,cua_required,gui_artifact,instruction_pins_gold,dv_from_answer,identifiable,eligible,exclude_reason,instruction
cua_only-f007,long_horizon,other,LibreOffice Calc|Gringotts,False,True,vaultbank.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"Build me a Calc spreadsheet showing my spending over the most recent complete calendar quarter broken out by month and category with a percent-change column, pulled from my bank. Throw a bar chart on there and save it to my desktop."
cua_only-f008,situated_action,other,OddsMarket,False,True,oddsmarket.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Go into OddsMarket, find my worst-losing position, hit Close, and type CONFIRM in the modal when it pops up."
cua_only-f012,situated_action,other,Cheskepdia|Firefox|Files,False,True,cheskepdia.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Pull up my Sandals Montego Bay booking on Cheskepdia, scroll the page so everything loads, and take a full-page screenshot to my desktop."
cua_only-f013,long_horizon,other,Firefox|HooliShop,True,True,hoolishop.sqlite,True,False,False,False,not_applicable,False,cua_required|evidence_type_other,"Open Firefox, use my HooliShop bookmark to jump over there, and open up my most recent order. Use Print to Save as PDF and drop it into my Downloads folder as latest_order.pdf."
cua_only-f014,situated_action,other,Gringotts,False,True,vaultbank.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,Go into my credit card view on Gringotts and find my 5 biggest charges of the year.
cua_only-f015,long_horizon,other,HooliMail,False,True,mail.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Compose a quick new email to Pam in HooliMail with my signature ('World's Best Boss, Somehow I Manage') typed at the bottom of the body. Save it as a draft so I can review and send later."
cua_only-f017,situated_action,other,SprintBoard,False,False,,True,False,False,False,not_applicable,False,not_channel_invariant|no_mapped_sqlite|cua_required|evidence_type_other,"Pop open my Team Morale Q2 board on SprintBoard and move three different cards forward: one from Todo to In Progress, one from In Progress to In Review, and one from In Review to Done."
cua_only-f018,long_horizon,other,HooliMail|LibreOffice Writer,False,True,mail.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"Pull every reply I've written to Jan (all of them, scattered around my mailbox) and copy each one into a single Writer document on my desktop as jan_reply_history.odt so I can see the pattern of how I've been defending these expense reports."
cua_only-f021,long_horizon,other,LibreOffice Writer,False,False,,True,True,False,False,not_applicable,False,not_channel_invariant|no_mapped_sqlite|cua_required|gui_artifact|evidence_type_other,"Write me a one-page Dundies 2026 invitation in Writer. I want a big bold title at the top, a bulleted list of this year's categories pulled from my Dundies categories doc, and a signature block that says 'Michael Scott, World's Best Boss'. Save it to my desktop so I can print a stack."
cua_only-f023,long_horizon,other,LockedIn|Files,False,True,lockedin.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,Draft me a new LockedIn post about 'Somehow I Manage' — two or three paragraphs about leadership. Get it fully typed into the Start a post composer so I can see what it looks like before I send it. Do NOT click Post. I want to look at it first.
cua_only-f024,long_horizon,other,LibreOffice Impress|Dinoco Airlines|Cheskepdia|HooliMail,False,True,dinoco-airlines.sqlite|cheskepdia.sqlite|mail.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"Throw together a three-slide Impress deck for my Jamaica trip: one slide for the flight info, one for the Sandals hotel info, and one with a rough daily schedule. Save it into my Trips documents folder."
hard_app-f001,hard_app,other,Dinoco Airlines|HooliMail,False,True,dinoco-airlines.sqlite|mail.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Cancel my next flight on Dinoco. After cancelling, verify we get an email for the cancellation, and pull it up. Let me know what you cancelled and how much credit we received."
hard_app-f003,situated_action,other,BatBucks,False,True,batbucks.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Time to rebalance my BatBucks portfolio into something a financial advisor wouldn't laugh at. I'm aiming for roughly 60% VTI / 20% SBUX / 20% DIS across the blue-chip bucket at cost basis (RIVN stays put — I'm not touching that one). Sell every share of GME I'm holding to free up cash, then use that plus my free cash to buy enough VTI to push the allocation toward 60%. Do this as a cost-basis rebalance, not live prices. Exact percentages aren't required — a reasonable approximation toward the 60/20/20 shape is the goal."
hard_app-f004,situated_action,other,BatBucks,False,True,batbucks.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"I want downside protection on every position I'm holding in BatBucks. Put a couple Stop order on each one at 15% below what I paid for it, just to give me a floor. Then build me a new watchlist called 'Oscar's Picks' with eight big-name ETFs in it. Make sure the stop-losses actually show up in my open orders and the watchlist is still there if I refresh."
hard_app-f005,situated_action,other,OddsMarket,True,True,oddsmarket.sqlite,True,False,False,False,not_applicable,False,cua_required|evidence_type_other,"Clean up my OddsMarket account: exit any YES positions that are more than 10% underwater from cost basis (per-position P&L% < -10% — if no position is below that threshold, say so and skip the exit step), and put any freed-up money back into my existing NBC Office reboot/revival position (the one already in my open positions — that's the one I actually have conviction on). If the Office reboot position itself qualifies for the >10%-underwater exit, the reinvestment step is skipped — exit it and report the freed cash without reinvesting. Then add the markets I'm still holding to my watchlist so I can keep an eye on them."
hard_app-f006,situated_action,other,OddsMarket,False,True,oddsmarket.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Go into OddsMarket and review my open positions. Take the three biggest by share count and drop them into my watchlist so I can track them more carefully (if any are tied at #3, break the tie by highest cost basis, then alphabetically by ticker). Then write me a short P&L summary in chat or notes covering each market's cost basis, shares, and running profit or loss."
hard_app-f007,situated_action,other,HooliChat,True,False,,True,False,False,False,not_applicable,False,no_mapped_sqlite|cua_required|evidence_type_other,"My HooliChat is a mess and I want you to do some light housekeeping. In the Party Planning Committee, Dundie Awards Planning, and Finer Things Club groups, post a short recap message in each one summarizing whatever conversation exists — call out the three most useful messages if there are enough to pick from, otherwise just summarize the entire conversation in that group. Then in the Party Planning Committee group, send a status update reminder calling for any new agenda items."
hard_app-f011,long_horizon,other,eTaxi|HooliCalendar,False,True,etaxi.sqlite|hoolicalendar.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Book me a round-trip eTaxi for my Jamaica trip. I need a ride from my place to AVP in the wee hours of departure day and a return ride back from AVP when I land. Go with the cheapest option that has a driver wait under five minutes. While you're in eTaxi, add two new saved locations for me: the Dundies venue (1901 Mulberry St, Scranton, PA 18510) and the improv academy (its address is on the calendar event location)."
hard_app-f014,situated_action,other,HangryDash,False,True,hangrydash.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Rerun my last Cooper's Seafood House order from HangryDash with the same items I got last time. Apply any promo code that shows up and tip 20%. In the order notes, ask the kitchen to send extra napkins and crackers on the side, and to make sure anything hot is sent piping hot."
hard_app-f015,situated_action,other,TableFind|LibreOffice Writer,False,True,tablefind.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"Book me a new table at Cotogna on TableFind for the next upcoming Saturday at 7pm, party of four, and add a special-request note that one of us (Pam) needs a gluten-free option so they're ready for her. Then make me a new saved in LibreOffice Writer list called 'Go-Tos' and drop Cotogna into it. When you're done, grab me the confirmation number."
hard_app-f016,long_horizon,other,TableFind,False,True,tablefind.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Book me Cotogna for ten people for the Dundies after-party next Friday. While you're in TableFind, pull up three other Scranton-area restaurants as a fallback plan in case Cotogna is full, and favorite the top two. Once that's done, confirm the Cotogna reservation with a note that it's the Dundies after-party so they can prep the vibe."
hard_app-f017,situated_action,other,Kwik-E-Mart,False,True,kwik-e-mart.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Reorder my last run from a Kwik-E-Mart store I've used recently — pick a store I've ordered from most often OR most recently in my order history. If anything's out of stock, swap in reasonable substitutes (otherwise just keep what's available). Do a quick price check against another store in the app so I know I'm not getting fleeced, and schedule delivery for before end of day today."
hard_app-f018,long_horizon,other,Kwik-E-Mart,False,True,kwik-e-mart.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Build me a Kwik-E-Mart shopping spree for Dundies catering for about a hundred people: drinks, chips, plates, plastic silverware, napkins, plenty of ice, the works. Use Wegman's. Check out with delivery to my home address and make sure the delivery window is at least a two-hour slot so I'm not stuck waiting by the door all afternoon."
hard_app-f019,situated_action,other,HooliShop,True,True,hoolishop.sqlite,True,False,False,False,not_applicable,False,cua_required|evidence_type_other,"Remember my most recent World's Best Boss Mug order from HooliShop? Pull up that order and start a return on it — it came out a little off. While you're at it, reorder a replacement (prefer a Prime-eligible listing so it ships quickly), and leave a five-star review on the product page praising the vendor anyway because I love them."
hard_app-f020,long_horizon,other,HooliShop,False,True,hoolishop.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,I want to give every member of the team a personalized World's Best Boss mug as a Dundies thank-you. Place a bulk order on HooliShop for about two dozen World's Best Boss mugs (look for the variant I've bought before) and apply any subscribe-and-save or bulk discount before checkout. Ship them to the office. Don't buy anything else.
hard_app-f022,situated_action,other,Dinoco Airlines|Files,False,True,dinoco-airlines.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Check me in for my next upcoming Dinoco Airlines flight that has check-in open right now, and save the boarding pass to my Downloads folder so I can find it fast in the morning. While you're in my profile, take a screenshot of the loyalty / passenger-profile page so I have a record of my current Dinoco loyalty tier."
hard_app-f025,long_horizon,other,SprintBoard,False,False,,True,False,False,False,not_applicable,False,not_channel_invariant|no_mapped_sqlite|cua_required|evidence_type_other,"Can you clean up my 'Team Morale Initiative Q2' board on SprintBoard? Look at the open tasks in the backlog. Pick three tasks and (re)assign them to reasonable owners from the team (Pam, Dwight, Jim, or similar). Then create a new sprint called 'Q2 Morale Week 1' with about eight story points pulled from the backlog, and apply a 'dundies-prep' label to those sprint tasks so we stay focused."
hard_app-f026,long_horizon,other,SprintBoard|Files,False,False,,True,False,False,False,not_applicable,False,not_channel_invariant|no_mapped_sqlite|cua_required|evidence_type_other,"I want to do a proper pass across all three of my SprintBoard projects (Team Morale, Diversity Day, and Movie Monday). Go through and apply appropriate labels to the open tasks in each project. Rewrite the descriptions on two of them that look stale, and leave a comment on the tasks that are sitting in review. Use the project briefs in my Documents for context so the labels and notes actually make sense."
hard_app-f027,situated_action,other,LockedIn|Files,False,True,lockedin.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Refresh my LockedIn presence: update my profile headline so it actually says what I do these days (something like 'Regional Manager | Author of Somehow I Manage' — use your judgment, but make it match my voice and current role). Then compose a new LockedIn post pulling an excerpt from chapter one of Somehow I Manage, which I've got in my Documents folder."
hard_app-f034,long_horizon,other,HooliCalendar,False,True,hoolicalendar.sqlite,True,False,False,False,not_applicable,False,not_channel_invariant|cua_required|evidence_type_other,"Build me a full Dundies prep schedule on my calendar. I want five events spread across the next two weeks: a categories brainstorm, a venue walkthrough, MC rehearsal, catering confirmation, and a dress rehearsal. Color-code them so they pop, invite Pam, Dwight, Kevin, Jim, and Holly on each, and if the event editor lets you set reminders, add 24-hour and 1-hour reminders as well."
long_horizon-f006,long_horizon,other,SprintBoard|LibreOffice|HooliWork|HooliChat,True,False,,True,True,False,False,not_applicable,False,no_mapped_sqlite|cua_required|gui_artifact|evidence_type_other,"Can you get my Team Morale Initiative Q2 board cleaned up and back in the green? There's a pile of open tasks just sitting there, some definitely need owners assigned. Pull up any Dundies/Morale project notes I have under ~/Documents so you're working off the real goals, then draft a short status + blockers document. When you're done, post a retro summary on the HooliWork #general channel and drop a quick win-update in a HooliChat team group (the Happy Hour at Poor Richards group is the go-to)."
long_horizon-f010,long_horizon,other,BatBucks|LibreOffice|HooliChat,True,True,batbucks.sqlite,True,True,False,False,not_applicable,False,cua_required|gui_artifact|evidence_type_other,"I'm finally going to act like a responsible adult with my BatBucks account. Pull up my holdings, sell half of my GME and half of my RIVN (I know, I know, paper hands), and use the proceeds plus my free cash to buy more Meta like a normal person. Update my watchlist and write up a rationale memo in Documents so I can pretend this was strategic. Then post a tastefully smug update to the Finer Things Club chat."
long_horizon-f011,long_horizon,other,SpeedTax|LibreOffice|Gringotts,False,True,speedtax.sqlite|vaultbank.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"I've been dragging my feet on my taxes and I need you to finally finish my most-recent tax return in SpeedTax. The Dunder Mifflin W-2 numbers and the freelance consulting 1099 are both sitting in the Tax_2025 folder in my Documents. Plug them all in. Don't forget my charitable donations and the days I worked from home, then save the draft."
long_horizon-f012,long_horizon,other,OddsMarket|LibreOffice|HooliChat,True,True,oddsmarket.sqlite,True,True,False,False,not_applicable,False,cua_required|gui_artifact|evidence_type_other,"My OddsMarket account is hemorrhaging money and I need you to stop the bleeding. Pull up all my open positions and find the one I have absolutely no business betting on, meaning the one farthest from my actual expertise. Close that one out. Reinvest everything into the Office reboot bet, because that is literally my area of expertise. Write up the strategy in a Documents memo, and post a hyped-up message in the Threat Level Midnight Fan Club chat explaining why the Office bet is the smart play."
long_horizon-f014,long_horizon,other,Gringotts|SpeedTax|LibreOffice|HooliMail,False,True,vaultbank.sqlite|speedtax.sqlite|mail.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"I want to know how my spending has changed from last year to this year, no sugarcoating. Go into my bank, pull both years of totals, and break them down by category. Do the same on the income side from my tax return for context. Identify the biggest movers and tell me where I'm leaking cash. Save a findings report in Documents and draft me a journal email to myself summarizing it."
long_horizon-f015,long_horizon,other,LibreOffice Writer|Files|HooliCalendar|HooliChat|Kwik-E-Mart|LibreOffice Impress,True,True,hoolicalendar.sqlite|kwik-e-mart.sqlite,True,True,False,False,not_applicable,False,cua_required|gui_artifact|evidence_type_other,"I want to run a real Threat Level Midnight 2 cast & character workshop. Using my known improv alter egos (Prison Mike, Date Mike, Caleb Crawdad, etc.) and the TLM sequel notes in ~/Documents/Projects/Threat_Level_Midnight_Sequel_Notes.txt for context, figure out which of my alter egos can plausibly land roles in TLM2 alongside Michael Scarn. For each surviving character, write a one-paragraph TLM2 backstory in LibreOffice. Save the character bible under ~/Documents/Projects/. Block a Saturday-afternoon workshop on HooliCalendar so I can rehearse the new voices in front of a mirror. Drop a 'casting underway' tease in the HooliChat Threat Level Midnight Fan Club. Pre-fill a Kwik-E-Mart pickup with snacks and drinks for the workshop (chips, soda — character-work fuel). Wrap the character bible up as a LibreOffice Impress deck (one slide per character with the alter ego name + TLM2 backstory paragraph) so I can rehearse straight from the slides."
long_horizon-f019,long_horizon,other,HangryDash|TableFind|LibreOffice,False,True,hangrydash.sqlite|tablefind.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"I have ordered delivery an embarrassing number of times and it's time to give back. Pull my top five most-ordered restaurants from HangryDash and leave each of them a thoughtful review. I have feelings about all of these places. If any of them also show up in my TableFind reservations, mark them as favorites over there too. Save the review list to Documents for my records."
long_horizon-f020,long_horizon,other,SprintBoard|LibreOffice|HooliWork,False,False,,True,True,False,False,not_applicable,False,not_channel_invariant|no_mapped_sqlite|cua_required|gui_artifact|evidence_type_other,"All three of my projects are a mess and I need to get them in sync. Go into SprintBoard and walk through Team Morale, Diversity Day, and Movie Monday. For every open task, assign priorities, labels, and deadlines. Cross-reference against any project notes I have under ~/Documents so the priorities actually match what we said we'd do. Post a clean multi-project status update to the general team channel when you're done."
long_horizon-f025,long_horizon,other,HooliChat|LockedIn|HooliMail|HooliCalendar|LibreOffice,True,True,lockedin.sqlite|mail.sqlite|hoolicalendar.sqlite,True,True,False,False,not_applicable,False,cua_required|gui_artifact|evidence_type_other,"The Threat Level Midnight Fan Club has been dormant and I am personally offended. Peek at the group chat to see how dead it actually is, then scroll through my LockedIn contacts for any Dunder Mifflin folks I should recruit in. Draft them an invitation email and get a watch party on my calendar for next month. Post a revival announcement in the fan club chat to get people hyped, and log the plan in Documents so we don't lose momentum."
long_horizon-f026,long_horizon,other,HooliShop|Gringotts|Firefox|HooliChat|LibreOffice,True,True,hoolishop.sqlite|vaultbank.sqlite,True,True,False,False,not_applicable,False,cua_required|gui_artifact|evidence_type_other,"I want to get a jump on holiday gifts this year and actually be the fun one in the office. Go through my HooliShop order history for past gifts that landed well and build me a shopping list with a wishlist. Cross-check my bank to see what kind of budget I can realistically spend before it gets scary. Draft a message to the Party Planning Committee chat about getting Secret Santa going, and save the whole plan to Documents."
long_horizon-f028,long_horizon,other,LockedIn|LibreOffice|HooliCalendar,True,True,lockedin.sqlite|hoolicalendar.sqlite,True,True,False,False,not_applicable,False,cua_required|gui_artifact|evidence_type_other,"I want to actually be consistent on LockedIn for once, so I need four weeks of content built around the Somehow I Manage brand. Look at my current headline and what I've already posted so we build on it, then pull source quotes from my Somehow I Manage chapter one draft and write ten posts. Save the whole calendar in Documents and put reminders on my calendar so I actually post them. Go ahead and publish the first one live today to get the ball rolling."
long_horizon-f029,long_horizon,other,OddsMarket|Firefox|LibreOffice|LockedIn,False,True,oddsmarket.sqlite|lockedin.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"I want a serious, position-by-position review of every open bet I have on OddsMarket — read-only, no trades. For each one, use my Firefox bookmarks for any context I've been saving, assign a 1-5 domain-expertise score AND a 1-5 downside-risk score, and write me an honest analysis of whether I actually know the market or I'm just gambling. Save the whole write-up as a LibreOffice Calc scorecard (columns: position / expertise / downside / net rank / thesis) in Documents. Then post a short 'this-quarter portfolio self-assessment — keeping all positions but sharpening my thesis' update on LockedIn — do NOT close or buy anything."
long_horizon-f037,long_horizon,other,Cheskepdia|LockedIn|LibreOffice,True,True,cheskepdia.sqlite|lockedin.sqlite,True,True,False,False,not_applicable,False,cua_required|gui_artifact|evidence_type_other,"I want to write a Cheskepdia review for that Philadelphia overnight Holly and I did — the little stay at the Radisson Blu Warwick downtown. Pull up the booking, write a thoughtful 4-or-5-star review, save a draft locally in LibreOffice, and post a quick LockedIn 'date night Scranton-to-Philly' write-up so my network sees Holly is back in the picture."
long_horizon-f038,long_horizon,other,SprintBoard|HooliWork|Gringotts|HooliCalendar|HooliMail|LibreOffice,True,True,vaultbank.sqlite|hoolicalendar.sqlite|mail.sqlite,True,True,False,False,not_applicable,False,cua_required|gui_artifact|evidence_type_other,"I need a solo-prep Q2 Sales kickoff outline JUST FOR ME — notes-to-self only, no client outreach or team-wide announcements yet (that comes later). Pull the Q2 items from SprintBoard, skim recent thread decisions in HooliWork #sales for context (but don't post), block a private 'Q2 kickoff prep' focus-hour on my HooliCalendar (single 1-hour block, no attendees), and assemble a 1-page kickoff outline in LibreOffice Writer saved under ~/Documents/ (any subfolder is fine — Q2_kickoff_prep.odt or similar). Save a draft-only HooliMail kickoff email to myself (NOT to the team) so I can polish it later. Do NOT post anything in #sales, do NOT email the team, do NOT invite anyone to the calendar block."
long_horizon-f039,long_horizon,other,HooliMail|LibreOffice|HooliWork,False,True,mail.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"I want to give myself a five-day window to finally clean up my email. Go through my inbox (the stuff I've received, not the stuff I've sent) and bucket everything into today, this week, reference, or ignore, then create a note with these categories counts. Then hit the top ten most urgent with actual drafted replies. Save the whole triage summary in Documents, and post a little victory lap note in the team general channel when it's all done."
long_horizon-f040,long_horizon,other,Gringotts|HooliShop|HangryDash|Kwik-E-Mart|BatBucks|OddsMarket|SprintBoard|HooliWork|LockedIn|SpeedTax|LibreOffice Calc|Files,False,True,vaultbank.sqlite|hoolishop.sqlite|hangrydash.sqlite|kwik-e-mart.sqlite|batbucks.sqlite|oddsmarket.sqlite|lockedin.sqlite|speedtax.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"I want a full year-in-review retrospective for the past 12 months and I want to be the subject of it. Pull the headline numbers from all over: what I spent across the trailing 12 months, how many HooliShop and HangryDash and Kwik-E-Mart orders I made, where my investments landed, how my prediction bets actually went, what SprintBoard and the team channels looked like, what my LockedIn activity was, and where my tax return ended up. Compile it into a 12-month review outline in Documents that tells the story of my year, and draft a LockedIn post teasing it. Call it 'The Year of Somehow I Managed.' The actual headline-number rollup goes into LibreOffice Calc so I can sort/filter columns; the narrative summary can stay prose."
long_horizon-f041,long_horizon,other,Gringotts|Files|LibreOffice|LockedIn|HangryDash|OddsMarket,False,True,vaultbank.sqlite|lockedin.sqlite|hangrydash.sqlite|oddsmarket.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"I'm bleeding cash on subscriptions and I need to do something about it. Pull every recurring charge in my Gringotts account, then write me a kill-list memo in LibreOffice Writer naming which 3-4 are the most expensive so I remember to call them. Then post a self-deprecating 'getting my financial act together' update to LockedIn. Throw OddsMarket into the audit too — any 'investment' positions I've left open are basically a subscription to losing money."
long_horizon-f042,long_horizon,other,Files|HooliMail|HooliWork|LibreOffice,True,True,mail.sqlite,True,True,False,False,not_applicable,False,cua_required|gui_artifact|evidence_type_other,"I want to do a deep spring clean. Open the Files app (Nautilus), organize ~/Documents into a sane folder structure (Trips/, Tax_2025/, Projects/ already exist — keep those, group everything loose into Personal/ vs Work/), then triage HooliMail by archiving anything older than 6 months. Save a one-page write-up in LibreOffice describing the new system. Post an 'inbox zero' celebration message in HooliWork #random. Use Files (Nautilus) for the actual move/rename steps so I can see the tree structure visually as it gets organized."
long_horizon-f043,long_horizon,other,Gringotts|HooliCalendar|HooliMail|Files|LibreOffice,True,True,vaultbank.sqlite|hoolicalendar.sqlite|mail.sqlite,True,True,False,False,not_applicable,False,cua_required|gui_artifact|evidence_type_other,"Am I actually showing up to improv class consistently? Pair my recurring Scranton Improv charges in Gringotts against my HooliCalendar improv blocks, list any charges that don't have a matching calendar block (or vice versa), reference my Improv Class Certificate file in ~/Downloads/ for academy context, and email the Scranton Improv Academy a friendly note explaining the gaps and asking about a make-up class. Save the attendance memo to ~/Documents."
long_horizon-f044,long_horizon,other,Cheskepdia|Dinoco Airlines|Gringotts|HooliCalendar|LibreOffice|Files|LockedIn,False,True,cheskepdia.sqlite|dinoco-airlines.sqlite|vaultbank.sqlite|hoolicalendar.sqlite|lockedin.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"Write me a NYC trip post-mortem. Pull the Greenwich Hotel booking total from Cheskepdia, the NYC flight cost from Dinoco, and any related Gringotts charges. Compile the full damage in LibreOffice Writer, save under ~/Documents/Trips/, then submit a 4-star Cheskepdia review for The Greenwich praising the location but noting it ran a bit pricey. Optionally throw a 'NYC was great, here's what I learned' update to LockedIn."
long_horizon-f045,long_horizon,other,Files|LibreOffice|HooliWork|SprintBoard,True,False,,True,True,False,False,not_applicable,False,no_mapped_sqlite|cua_required|gui_artifact|evidence_type_other,"I want a snapshot of all my IT-style assets. Open Files (Nautilus) and inventory ~/Documents (file count + total size by subfolder), pull the project list from SprintBoard's three projects (Team Morale Initiative Q2, Diversity Day Planning 2026, Movie Monday Program), and write me a one-page IT inventory memo in LibreOffice. Then post a 'just did an IT inventory' message in HooliWork #random so the team knows I'm getting my house in order. Use Files (Nautilus) to walk the ~/Documents tree visually as part of the IT inventory pass — the file manager view is what makes it obvious what's actually in there."
long_horizon-f046,long_horizon,other,HooliMail|SpeedTax|Gringotts|LibreOffice Calc|HangryDash|TableFind|HooliShop|Files,False,True,mail.sqlite|speedtax.sqlite|vaultbank.sqlite|hangrydash.sqlite|tablefind.sqlite|hoolishop.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"Jan rejected my latest expense report and I need to clean it up. Open the rejection thread in HooliMail (from Jan Levinson re: your expense report being rejected) and read the live list of flagged line items with reasons, then for each flagged line item pull supporting evidence from any source app that matches the spend category (e.g. TableFind/HangryDash for dining-type items, HooliShop for purchased goods, eTaxi for ride spend) — exact-amount matches are NOT required, approximate/partial matches in the same category and rough amount range are sufficient evidence. Also cross-check Gringotts for any matching card charges. Cross-check none of them are also claimed in my most-recent SpeedTax deductions to avoid double-dipping. Save the corrected expense report in LibreOffice Calc as a line-item reconciliation table as ~/Documents/Q1_expense_resubmit.ods and email it back to Jan as a HooliMail draft (don't send yet, I want to read it first)."
long_horizon-f047,long_horizon,other,Cheskepdia|Gringotts|LockedIn|LibreOffice|Files|HooliMail|HooliChat,False,True,cheskepdia.sqlite|vaultbank.sqlite|lockedin.sqlite|mail.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"I want to write proper Cheskepdia reviews of both Sandals stays. Pull both Sandals bookings from Cheskepdia (Sandals Montego Bay and Sandals Royal Barbados), cross-check Gringotts for the actual posted hotel charges, then write a 5-star review for each stay in Cheskepdia. Save the review drafts in LibreOffice under ~/Documents/Trips/ first so I can edit before posting. Email Holly a heads-up that I'm writing the Sandals reviews, and DM Pam in HooliChat that the Sandals trips were 'somehow I managed' levels of luxury. Post a 'luxury traveler era' update on LockedIn."
long_horizon-f048,long_horizon,other,Gringotts|BatBucks|OddsMarket|SpeedTax|LibreOffice Calc|HooliMail|Files|LockedIn|HooliChat,False,True,vaultbank.sqlite|batbucks.sqlite|oddsmarket.sqlite|speedtax.sqlite|mail.sqlite|lockedin.sqlite,True,True,False,False,not_applicable,False,not_channel_invariant|cua_required|gui_artifact|evidence_type_other,"Time for a full prior-year financial close-out — I want to know what kind of mess I made and what to do about it. Pull my full prior-year Gringotts spend by category, my BatBucks portfolio at cost basis, my OddsMarket position summary, and my SpeedTax most-recent-filed-year status. Identify the top 3 leak categories where I overspent. Save the year-end rollup (category x month) as a LibreOffice Calc spreadsheet under ~/Documents so it's sortable with formulas, and title it 'Financial close-out + current-year game plan.' Send myself a journal email of the takeaways via HooliMail. Drop a private 'fiscal discipline' update in HooliChat's Finer Things Club group, and a public version on LockedIn."
long_horizon-f049,long_horizon,other,Files|LibreOffice Calc|BatBucks|OddsMarket|Gringotts|Cheskepdia|TableFind|HangryDash|LockedIn|HooliChat|SprintBoard,True,True,batbucks.sqlite|oddsmarket.sqlite|vaultbank.sqlite|cheskepdia.sqlite|tablefind.sqlite|hangrydash.sqlite|lockedin.sqlite,True,True,False,False,not_applicable,False,cua_required|gui_artifact|evidence_type_other,"TLM2 production roadmap. Open the Threat Level Midnight sequel notes in ~/Documents/Projects/, expand the outline by at least one act, scope the budget by tallying available cash (BatBucks dividends + OddsMarket balance + Gringotts savings), search Cheskepdia for production-friendly venues, scope catering via TableFind + HangryDash, write a teaser LockedIn post + a Fan Club teaser in HooliChat, and stand up a SprintBoard task list to manage the production. Save the expanded outline back to the same file. Save the production budget as a LibreOffice Calc spreadsheet (categories x sources) — the outline itself stays in the existing notes file."
