benchmark,task_id,model_name,exp_name,family,E,V,n_ann,n_succ,unan_successful,any_successful
webarena,webarena.788,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
visualwebarena,visualwebarena.244,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,url,DETERMINING,FAIL,1,0,0,0
visualwebarena,visualwebarena.220,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,string,ABSTAIN,FAIL,1,0,0,0
visualwebarena,visualwebarena.172,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,url,DETERMINING,FAIL,1,0,0,0
visualwebarena,visualwebarena.149,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,string,DETERMINING,FAIL,1,0,0,0
visualwebarena,visualwebarena.141,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,url,DETERMINING,FAIL,1,1,1,1
visualwebarena,visualwebarena.resized.134,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,url,DETERMINING,FAIL,1,0,0,0
visualwebarena,visualwebarena.134,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,url,DETERMINING,FAIL,1,0,0,0
visualwebarena,visualwebarena.414,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,url,DETERMINING,FAIL,1,0,0,0
visualwebarena,visualwebarena.125,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,url,DETERMINING,FAIL,1,0,0,0
visualwebarena,visualwebarena.resized.27,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,DETERMINING,FAIL,1,0,0,0
visualwebarena,visualwebarena.120,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,string,DETERMINING,FAIL,1,1,1,1
visualwebarena,visualwebarena.118,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,string,DETERMINING,FAIL,1,0,0,0
visualwebarena,visualwebarena.102,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,string,ABSTAIN,FAIL,1,0,0,0
visualwebarena,visualwebarena.resized.26,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,ABSTAIN,FAIL,1,0,0,0
visualwebarena,visualwebarena.resized.134,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized,url,DETERMINING,FAIL,1,0,0,0
visualwebarena,visualwebarena.91,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,url,DETERMINING,FAIL,1,0,0,0
webarena,webarena.726,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.723,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
visualwebarena,visualwebarena.88,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,url,DETERMINING,FAIL,1,0,0,0
visualwebarena,visualwebarena.resized.7,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_visualwebarena.resized,string,ABSTAIN,FAIL,1,0,0,0
visualwebarena,visualwebarena.52,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,url,DETERMINING,FAIL,1,0,0,0
visualwebarena,visualwebarena.resized.27,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized,string,ABSTAIN,FAIL,1,0,0,0
visualwebarena,visualwebarena.resized.26,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized,string,ABSTAIN,FAIL,1,0,0,0
visualwebarena,visualwebarena.resized.7,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_visualwebarena.resized,string,DETERMINING,FAIL,1,0,0,0
visualwebarena,visualwebarena.27,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,string,ABSTAIN,FAIL,1,0,0,0
visualwebarena,visualwebarena.26,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,string,ABSTAIN,FAIL,1,0,0,0
visualwebarena,visualwebarena.331,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,string,DETERMINING,FAIL,1,0,0,0
visualwebarena,visualwebarena.7,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_visualwebarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.365,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.364,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.386,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.380,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,url,DETERMINING,FAIL,1,0,0,0
webarena,webarena.344,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.171,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.343,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,url,DETERMINING,FAIL,1,0,0,0
webarena,webarena.327,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,url,DETERMINING,FAIL,1,0,0,0
webarena,webarena.325,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,url,DETERMINING,FAIL,1,0,0,0
webarena,webarena.158,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,url,DETERMINING,FAIL,1,1,1,1
webarena,webarena.311,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.306,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.295,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.295,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.153,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.144,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.126,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.289,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.100,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.67,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.66,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.272,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,url,DETERMINING,FAIL,1,0,0,0
webarena,webarena.60,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.40,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.33,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.27,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.268,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.266,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,1,1,1
webarena,webarena.265,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.491,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.263,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,url,DETERMINING,FAIL,1,1,1,1
webarena,webarena.229,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.15,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct,GenericAgent-Qwen_Qwen2.5-VL-72B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.377,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,url,DETERMINING,FAIL,2,0,0,0
webarena,webarena.365,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,2,1,1
webarena,webarena.364,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,2,1,1
webarena,webarena.344,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,1,0,1
webarena,webarena.343,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,url,DETERMINING,FAIL,2,0,0,0
webarena,webarena.327,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,url,DETERMINING,FAIL,2,0,0,0
webarena,webarena.325,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,url,DETERMINING,FAIL,2,0,0,0
webarena,webarena.311,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,2,1,1
webarena,webarena.306,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,0,0,0
webarena,webarena.295,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,0,0,0
webarena,webarena.289,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,ABSTAIN,FAIL,2,0,0,0
webarena,webarena.272,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,url,DETERMINING,FAIL,2,0,0,0
webarena,webarena.268,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,ABSTAIN,FAIL,2,0,0,0
webarena,webarena.266,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,ABSTAIN,FAIL,2,0,0,0
webarena,webarena.265,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,0,0,0
webarena,webarena.263,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,url,DETERMINING,FAIL,2,2,1,1
webarena,webarena.229,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,0,0,0
webarena,webarena.790,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.789,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.788,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.790,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,ABSTAIN,FAIL,2,0,0,0
webarena,webarena.789,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,1,0,1
webarena,webarena.788,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,0,0,0
webarena,webarena.726,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.185,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,ABSTAIN,FAIL,2,0,0,0
webarena,webarena.177,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string_url,ABSTAIN,FAIL,2,0,0,0
webarena,webarena.377,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,url,DETERMINING,FAIL,1,0,0,0
webarena,webarena.365,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.364,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.344,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.158,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,url,DETERMINING,FAIL,2,0,0,0
webarena,webarena.153,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,2,1,1
webarena,webarena.144,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,0,0,0
webarena,webarena.100,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,1,0,1
webarena,webarena.491,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,2,1,1
webarena,webarena.67,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,0,0,0
webarena,webarena.66,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,0,0,0
webarena,webarena.60,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,0,0,0
webarena,webarena.48,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,ABSTAIN,FAIL,2,0,0,0
webarena,webarena.185,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.40,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,ABSTAIN,FAIL,2,0,0,0
webarena,webarena.177,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string_url,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.33,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,0,0,0
webarena,webarena.386,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,2,1,1
webarena,webarena.171,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.158,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,url,DETERMINING,FAIL,1,0,0,0
webarena,webarena.380,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,url,DETERMINING,FAIL,2,0,0,0
webarena,webarena.155,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.153,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.343,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,url,DETERMINING,FAIL,1,0,0,0
webarena,webarena.144,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.27,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,ABSTAIN,FAIL,2,0,0,0
webarena,webarena.126,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.263,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,url,DETERMINING,FAIL,1,1,1,1
webarena,webarena.100,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.15,GenericAgent-gpt-4o-2024-11-20,GenericAgent-gpt-4o-2024-11-20_on_webarena,string,DETERMINING,FAIL,2,0,0,0
webarena,webarena.263,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,url,DETERMINING,FAIL,1,1,1,1
webarena,webarena.67,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.66,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.327,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,url,DETERMINING,FAIL,1,0,0,0
webarena,webarena.60,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.327,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,url,DETERMINING,FAIL,1,0,0,0
webarena,webarena.40,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.33,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.325,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,url,DETERMINING,FAIL,1,0,0,0
webarena,webarena.27,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.311,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.24,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.306,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.15,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.289,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.177,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string_url,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.272,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,url,DETERMINING,FAIL,1,0,0,0
webarena,webarena.268,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.158,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,url,DETERMINING,FAIL,1,1,1,1
webarena,webarena.386,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.144,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.266,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.100,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.265,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.67,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.229,GenericAgent-meta-llama_Llama-3.3-70B-Instruct,GenericAgent-meta-llama_Llama-3.3-70B-Instruct_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.66,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.377,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,url,DETERMINING,FAIL,1,1,1,1
webarena,webarena.60,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,ABSTAIN,FAIL,1,0,0,0
webarena,webarena.40,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.491,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,DETERMINING,FAIL,1,1,1,1
webarena,webarena.33,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,DETERMINING,FAIL,1,0,0,0
webarena,webarena.365,GenericAgent-anthropic_claude-3.7-sonnet,GenericAgent-anthropic_claude-3.7-sonnet_on_webarena,string,DETERMINING,FAIL,1,0,0,0
