item_id,task,png,isolation,notes
U2S1-0773,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0773.png,,
U2S1-0774,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0774.png,,
U2S1-0775,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0775.png,,
U2S1-0777,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0777.png,,
U2S1-0778,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0778.png,,
U2S1-0780,Find an energetic hairless dog with medium barking.,png/U2S1-0780.png,,
U2S1-0806,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0806.png,,
U2S1-0807,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0807.png,,
U2S1-0810,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0810.png,,
U2S1-0812,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0812.png,,
U2S1-0817,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0817.png,,
U2S1-0822,Find an energetic hairless dog with medium barking.,png/U2S1-0822.png,,
U2S1-0823,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0823.png,,
U2S1-0826,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-0826.png,,
U2S1-0830,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0830.png,,
U2S1-0832,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0832.png,,
U2S1-0838,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0838.png,,
U2S1-0839,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0839.png,,
U2S1-0844,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0844.png,,
U2S1-0848,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0848.png,,
U2S1-0851,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-0851.png,,
U2S1-0854,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0854.png,,
U2S1-0858,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0858.png,,
U2S1-0861,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0861.png,,
U2S1-0864,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-0864.png,,
U2S1-0871,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-0871.png,,
U2S1-0877,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0877.png,,
U2S1-0885,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0885.png,,
U2S1-0889,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0889.png,,
U2S1-0892,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0892.png,,
U2S1-0893,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0893.png,,
U2S1-0899,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0899.png,,
U2S1-0902,Open the reviews of a recipe with beef sirloin.,png/U2S1-0902.png,,
U2S1-0903,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0903.png,,
U2S1-0904,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0904.png,,
U2S1-0911,Find an energetic hairless dog with medium barking.,png/U2S1-0911.png,,
U2S1-0914,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0914.png,,
U2S1-0918,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0918.png,,
U2S1-0919,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0919.png,,
U2S1-0926,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0926.png,,
U2S1-0945,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0945.png,,
U2S1-0946,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0946.png,,
U2S1-0947,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0947.png,,
U2S1-0952,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0952.png,,
U2S1-0962,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0962.png,,
U2S1-0963,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0963.png,,
U2S1-0966,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0966.png,,
U2S1-0971,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0971.png,,
U2S1-0973,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0973.png,,
U2S1-0974,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0974.png,,
U2S1-0976,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0976.png,,
U2S1-0979,Find an energetic hairless dog with medium barking.,png/U2S1-0979.png,,
U2S1-0982,Open the reviews of a recipe with beef sirloin.,png/U2S1-0982.png,,
U2S1-0985,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0985.png,,
U2S1-0987,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0987.png,,
U2S1-0990,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-0990.png,,
U2S1-0992,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0992.png,,
U2S1-0999,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0999.png,,
U2S1-1002,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1002.png,,
U2S1-1003,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-1003.png,,
U2S1-1008,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-1008.png,,
U2S1-1011,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-1011.png,,
U2S1-1012,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-1012.png,,
U2S1-1023,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1023.png,,
U2S1-1025,Find an energetic hairless dog with medium barking.,png/U2S1-1025.png,,
U2S1-1033,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1033.png,,
U2S1-1040,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-1040.png,,
U2S1-1043,Find an energetic hairless dog with medium barking.,png/U2S1-1043.png,,
U2S1-1050,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1050.png,,
U2S1-1053,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-1053.png,,
U2S1-1064,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-1064.png,,
U2S1-1069,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1069.png,,
U2S1-1076,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-1076.png,,
U2S1-1078,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-1078.png,,
U2S1-1079,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1079.png,,
U2S1-1089,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-1089.png,,
U2S1-1091,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-1091.png,,
U2S1-1095,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1095.png,,
U2S1-1096,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-1096.png,,
U2S1-1100,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1100.png,,
U2S1-1105,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1105.png,,
U2S1-1107,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-1107.png,,
U2S1-1108,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1108.png,,
U2S1-1109,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-1109.png,,
U2S1-1113,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-1113.png,,
U2S1-1125,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1125.png,,
U2S1-1127,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-1127.png,,
U2S1-1128,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-1128.png,,
U2S1-1134,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1134.png,,
U2S1-1138,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1138.png,,
U2S1-1145,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-1145.png,,
U2S1-1149,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-1149.png,,
U2S1-1150,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-1150.png,,
U2S1-1151,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1151.png,,
U2S1-1152,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1152.png,,
U2S1-1160,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1160.png,,
U2S1-1161,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-1161.png,,
U2S1-1162,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1162.png,,
U2S1-1163,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1163.png,,
U2S1-1170,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-1170.png,,
U2S1-1172,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1172.png,,
U2S1-1173,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-1173.png,,
U2S1-1178,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-1178.png,,
U2S1-1180,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-1180.png,,
U2S1-1184,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1184.png,,
U2S1-1190,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-1190.png,,
U2S1-1195,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-1195.png,,
U2S1-1199,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-1199.png,,
U2S1-1207,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1207.png,,
U2S1-1214,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1214.png,,
U2S1-1215,Find an energetic hairless dog with medium barking.,png/U2S1-1215.png,,
U2S1-1219,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1219.png,,
U2S1-1225,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-1225.png,,
