item_id,task,png,isolation,notes
U2S1-0228,Find 12 Monkeys community and view the latest posts mentioning James Cole.,png/U2S1-0228.png,,
U2S1-0229,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0229.png,,
U2S1-0230,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0230.png,,
U2S1-0231,"Find parking near the San Francisco Museum of Modern Art from June 18, 1:00 PM to 5:00 PM. I'm driving a Ford F-150 and need a garage that allows in-and-out privileges. If there are multiple options, show me the details of the one with the lowest price.",png/U2S1-0231.png,,
U2S1-0232,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0232.png,,
U2S1-0233,Identify the open issue with the most comments in the first trending open-source repository this week.,png/U2S1-0233.png,,
U2S1-0234,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0234.png,,
U2S1-0235,Calculate the shipping cost for 4 pound package from Texas to New York.,png/U2S1-0235.png,,
U2S1-0236,Find 12 Monkeys community and view the latest posts mentioning James Cole.,png/U2S1-0236.png,,
U2S1-0237,"See Nissan and Honda cars for sale near Kentwood, MI 49512 on CarMax.",png/U2S1-0237.png,,
U2S1-0238,Check the status of bus S92 for any disruptions on new.mta.info.,png/U2S1-0238.png,,
U2S1-0239,Find the Eligibility to get the child benefit and How it works and how to claim,png/U2S1-0239.png,,
U2S1-0240,"Complete a multiplication quiz on https://www.coolmath4kids.com/, covering multiplication facts for 11-12. The quiz should consist of 10 questions, with unlimited time allowed for each. The goal is to achieve a perfect score of 10 out of 10.",png/U2S1-0240.png,,
U2S1-0241,Look for the best rated BBB accredited charity near 12023.,png/U2S1-0241.png,,
U2S1-0242,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0242.png,,
U2S1-0243,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0243.png,,
U2S1-0244,Find press releases by the antitrust division in 2022.,png/U2S1-0244.png,,
U2S1-0245,"Estimate the federal income tax I would owe on $158,500 of taxable income in ZIP code 97007, filing as single.",png/U2S1-0245.png,,
U2S1-0246,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0246.png,,
U2S1-0247,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0247.png,,
U2S1-0248,Search for regular weekday jobs around 14810 that I can start within two weeks or three.,png/U2S1-0248.png,,
U2S1-0249,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0249.png,,
U2S1-0250,Check the status of bus S92 for any disruptions on new.mta.info.,png/U2S1-0250.png,,
U2S1-0251,"Get quotes for a package weighing 10 lbs with dimensions of 2 inches in length, width, and height, being shipped from Long Beach, 90802 to Portland, 97201.",png/U2S1-0251.png,,
U2S1-0252,Find press releases by the antitrust division in 2022.,png/U2S1-0252.png,,
U2S1-0253,Calculate the shipping cost for 4 pound package from Texas to New York.,png/U2S1-0253.png,,
U2S1-0254,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0254.png,,
U2S1-0255,Find 12 Monkeys community and view the latest posts mentioning James Cole.,png/U2S1-0255.png,,
U2S1-0256,Find an energetic hairless dog with medium barking.,png/U2S1-0256.png,,
U2S1-0257,Look for the best rated BBB accredited charity near 12023.,png/U2S1-0257.png,,
U2S1-0258,"Estimate the federal income tax I would owe on $158,500 of taxable income in ZIP code 97007, filing as single.",png/U2S1-0258.png,,
U2S1-0259,Find an energetic hairless dog with medium barking.,png/U2S1-0259.png,,
U2S1-0260,Find the best-selling vinyl record by an artist from New York City in the classical music genre.,png/U2S1-0260.png,,
U2S1-0261,Search for regular weekday jobs around 14810 that I can start within two weeks or three.,png/U2S1-0261.png,,
U2S1-0262,Show me Diagnoses & Treatment for Female infertility.,png/U2S1-0262.png,,
U2S1-0263,"Complete a multiplication quiz on https://www.coolmath4kids.com/, covering multiplication facts for 11-12. The quiz should consist of 10 questions, with unlimited time allowed for each. The goal is to achieve a perfect score of 10 out of 10.",png/U2S1-0263.png,,
U2S1-0264,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0264.png,,
U2S1-0265,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0265.png,,
U2S1-0266,Find 12 Monkeys community and view the latest posts mentioning James Cole.,png/U2S1-0266.png,,
U2S1-0267,"Find a female MD Cardiologist in Jacksonville, Florida.",png/U2S1-0267.png,,
U2S1-0268,Find press releases by the antitrust division in 2022.,png/U2S1-0268.png,,
U2S1-0269,"Estimate the federal income tax I would owe on $158,500 of taxable income in ZIP code 97007, filing as single.",png/U2S1-0269.png,,
U2S1-0270,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0270.png,,
U2S1-0271,"Find a female MD Cardiologist in Jacksonville, Florida.",png/U2S1-0271.png,,
U2S1-0272,"Complete a multiplication quiz on https://www.coolmath4kids.com/, covering multiplication facts for 11-12. The quiz should consist of 10 questions, with unlimited time allowed for each. The goal is to achieve a perfect score of 10 out of 10.",png/U2S1-0272.png,,
U2S1-0273,Find press releases by the antitrust division in 2022.,png/U2S1-0273.png,,
U2S1-0274,Identify the open issue with the most comments in the first trending open-source repository this week.,png/U2S1-0274.png,,
U2S1-0275,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0275.png,,
U2S1-0276,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0276.png,,
U2S1-0277,"Find a female MD Cardiologist in Jacksonville, Florida.",png/U2S1-0277.png,,
U2S1-0278,"Find parking near the San Francisco Museum of Modern Art from June 18, 1:00 PM to 5:00 PM. I'm driving a Ford F-150 and need a garage that allows in-and-out privileges. If there are multiple options, show me the details of the one with the lowest price.",png/U2S1-0278.png,,
U2S1-0279,Find 12 Monkeys community and view the latest posts mentioning James Cole.,png/U2S1-0279.png,,
U2S1-0280,"Complete a multiplication quiz on https://www.coolmath4kids.com/, covering multiplication facts for 11-12. The quiz should consist of 10 questions, with unlimited time allowed for each. The goal is to achieve a perfect score of 10 out of 10.",png/U2S1-0280.png,,
U2S1-0281,"Complete a multiplication quiz on https://www.coolmath4kids.com/, covering multiplication facts for 11-12. The quiz should consist of 10 questions, with unlimited time allowed for each. The goal is to achieve a perfect score of 10 out of 10.",png/U2S1-0281.png,,
U2S1-0282,"Find parking near the San Francisco Museum of Modern Art from June 18, 1:00 PM to 5:00 PM. I'm driving a Ford F-150 and need a garage that allows in-and-out privileges. If there are multiple options, show me the details of the one with the lowest price.",png/U2S1-0282.png,,
U2S1-0283,Browse recipes for gluten-free chocolate chip cookies that can be made without nuts.,png/U2S1-0283.png,,
U2S1-0284,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0284.png,,
U2S1-0285,Find a neurosurgeon who is over 50 years old and has an appointment available tomorrow.,png/U2S1-0285.png,,
U2S1-0286,Find 12 Monkeys community and view the latest posts mentioning James Cole.,png/U2S1-0286.png,,
U2S1-0287,Find a 2022 Tesla Model 3 on CarMax.,png/U2S1-0287.png,,
U2S1-0288,Check the status of bus S92 for any disruptions on new.mta.info.,png/U2S1-0288.png,,
U2S1-0289,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0289.png,,
U2S1-0290,Open the page with an overview of the submission of releases on Discogs.,png/U2S1-0290.png,,
U2S1-0291,Find 12 Monkeys community and view the latest posts mentioning James Cole.,png/U2S1-0291.png,,
U2S1-0292,Browse recipes for gluten-free chocolate chip cookies that can be made without nuts.,png/U2S1-0292.png,,
U2S1-0293,Look for the best rated BBB accredited charity near 12023.,png/U2S1-0293.png,,
U2S1-0294,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-0294.png,,
U2S1-0295,"Find parking near the San Francisco Museum of Modern Art from June 18, 1:00 PM to 5:00 PM. I'm driving a Ford F-150 and need a garage that allows in-and-out privileges. If there are multiple options, show me the details of the one with the lowest price.",png/U2S1-0295.png,,
U2S1-0296,Find a neurosurgeon who is over 50 years old and has an appointment available tomorrow.,png/U2S1-0296.png,,
U2S1-0297,Check the status of bus S92 for any disruptions on new.mta.info.,png/U2S1-0297.png,,
U2S1-0298,Find 12 Monkeys community and view the latest posts mentioning James Cole.,png/U2S1-0298.png,,
U2S1-0299,Pass the first trending chess puzzle.,png/U2S1-0299.png,,
U2S1-0300,Find the Eligibility to get the child benefit and How it works and how to claim,png/U2S1-0300.png,,
U2S1-0301,Search for regular weekday jobs around 14810 that I can start within two weeks or three.,png/U2S1-0301.png,,
U2S1-0302,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0302.png,,
U2S1-0303,"Complete a multiplication quiz on https://www.coolmath4kids.com/, covering multiplication facts for 11-12. The quiz should consist of 10 questions, with unlimited time allowed for each. The goal is to achieve a perfect score of 10 out of 10.",png/U2S1-0303.png,,
U2S1-0304,Find 12 Monkeys community and view the latest posts mentioning James Cole.,png/U2S1-0304.png,,
U2S1-0305,Check the status of bus S92 for any disruptions on new.mta.info.,png/U2S1-0305.png,,
U2S1-0306,Find the HGX H100 driver for Ubuntu 22.04 on AMD64 CPU.,png/U2S1-0306.png,,
U2S1-0307,Find the Eligibility to get the child benefit and How it works and how to claim,png/U2S1-0307.png,,
U2S1-0308,Find 12 Monkeys community and view the latest posts mentioning James Cole.,png/U2S1-0308.png,,
U2S1-0309,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0309.png,,
U2S1-0310,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0310.png,,
U2S1-0311,Find press releases by the antitrust division in 2022.,png/U2S1-0311.png,,
U2S1-0312,Look for the largest hunting land for auction in Kansas high plain region with mineral rights posted in the last seven days.,png/U2S1-0312.png,,
U2S1-0313,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0313.png,,
U2S1-0314,Check the status of bus S92 for any disruptions on new.mta.info.,png/U2S1-0314.png,,
U2S1-0315,"Get quotes for a package weighing 10 lbs with dimensions of 2 inches in length, width, and height, being shipped from Long Beach, 90802 to Portland, 97201.",png/U2S1-0315.png,,
U2S1-0316,Look for the best rated BBB accredited charity near 12023.,png/U2S1-0316.png,,
U2S1-0317,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0317.png,,
U2S1-0318,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0318.png,,
U2S1-0319,"Estimate the federal income tax I would owe on $158,500 of taxable income in ZIP code 97007, filing as single.",png/U2S1-0319.png,,
U2S1-0320,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-0320.png,,
U2S1-0321,"Complete a multiplication quiz on https://www.coolmath4kids.com/, covering multiplication facts for 11-12. The quiz should consist of 10 questions, with unlimited time allowed for each. The goal is to achieve a perfect score of 10 out of 10.",png/U2S1-0321.png,,
U2S1-0322,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0322.png,,
U2S1-0323,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0323.png,,
U2S1-0324,Find press releases by the antitrust division in 2022.,png/U2S1-0324.png,,
U2S1-0325,Search for regular weekday jobs around 14810 that I can start within two weeks or three.,png/U2S1-0325.png,,
U2S1-0326,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-0326.png,,
U2S1-0327,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0327.png,,
U2S1-0328,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0328.png,,
U2S1-0329,Find the app for iOS.,png/U2S1-0329.png,,
U2S1-0330,Find 12 Monkeys community and view the latest posts mentioning James Cole.,png/U2S1-0330.png,,
U2S1-0331,Open the page with an overview of the submission of releases on Discogs.,png/U2S1-0331.png,,
U2S1-0332,"See Nissan and Honda cars for sale near Kentwood, MI 49512 on CarMax.",png/U2S1-0332.png,,
U2S1-0333,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0333.png,,
U2S1-0334,Find press releases by the antitrust division in 2022.,png/U2S1-0334.png,,
U2S1-0335,View the speakers that are bluetooth and wireless and filter the results to only show models that are on sale and cost less than $50.,png/U2S1-0335.png,,
U2S1-0336,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0336.png,,
U2S1-0337,Open the page with an overview of the submission of releases on Discogs.,png/U2S1-0337.png,,
U2S1-0338,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0338.png,,
U2S1-0339,Find the Eligibility to get the child benefit and How it works and how to claim,png/U2S1-0339.png,,
U2S1-0340,Find the next available date for Albion Basin.,png/U2S1-0340.png,,
U2S1-0341,Look for the best rated BBB accredited charity near 12023.,png/U2S1-0341.png,,
U2S1-0342,"Find parking near the San Francisco Museum of Modern Art from June 18, 1:00 PM to 5:00 PM. I'm driving a Ford F-150 and need a garage that allows in-and-out privileges. If there are multiple options, show me the details of the one with the lowest price.",png/U2S1-0342.png,,
U2S1-0343,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0343.png,,
U2S1-0344,Look for the best rated BBB accredited charity near 12023.,png/U2S1-0344.png,,
U2S1-0345,Find press releases by the antitrust division in 2022.,png/U2S1-0345.png,,
U2S1-0346,"Complete a multiplication quiz on https://www.coolmath4kids.com/, covering multiplication facts for 11-12. The quiz should consist of 10 questions, with unlimited time allowed for each. The goal is to achieve a perfect score of 10 out of 10.",png/U2S1-0346.png,,
U2S1-0347,Check the status of bus S92 for any disruptions on new.mta.info.,png/U2S1-0347.png,,
U2S1-0348,Look for the best rated BBB accredited charity near 12023.,png/U2S1-0348.png,,
U2S1-0349,Find press releases by the antitrust division in 2022.,png/U2S1-0349.png,,
U2S1-0350,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0350.png,,
U2S1-0351,Find a neurosurgeon who is over 50 years old and has an appointment available tomorrow.,png/U2S1-0351.png,,
U2S1-0352,Check the status of bus S92 for any disruptions on new.mta.info.,png/U2S1-0352.png,,
U2S1-0353,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0353.png,,
U2S1-0354,Check the status of bus S92 for any disruptions on new.mta.info.,png/U2S1-0354.png,,
U2S1-0355,Find the Eligibility to get the child benefit and How it works and how to claim,png/U2S1-0355.png,,
U2S1-0356,Find a 2022 Tesla Model 3 on CarMax.,png/U2S1-0356.png,,
U2S1-0357,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0357.png,,
U2S1-0358,Find 12 Monkeys community and view the latest posts mentioning James Cole.,png/U2S1-0358.png,,
U2S1-0359,Look for the best rated BBB accredited charity near 12023.,png/U2S1-0359.png,,
U2S1-0360,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-0360.png,,
U2S1-0361,"Get quotes for a package weighing 10 lbs with dimensions of 2 inches in length, width, and height, being shipped from Long Beach, 90802 to Portland, 97201.",png/U2S1-0361.png,,
U2S1-0362,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-0362.png,,
U2S1-0363,Calculate the shipping cost for 4 pound package from Texas to New York.,png/U2S1-0363.png,,
U2S1-0364,"Estimate the federal income tax I would owe on $158,500 of taxable income in ZIP code 97007, filing as single.",png/U2S1-0364.png,,
U2S1-0365,Check the status of bus S92 for any disruptions on new.mta.info.,png/U2S1-0365.png,,
U2S1-0366,Look for the best rated BBB accredited charity near 12023.,png/U2S1-0366.png,,
U2S1-0367,Find a neurosurgeon who is over 50 years old and has an appointment available tomorrow.,png/U2S1-0367.png,,
U2S1-0368,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0368.png,,
U2S1-0369,Calculate the shipping cost for 4 pound package from Texas to New York.,png/U2S1-0369.png,,
U2S1-0370,Find a neurosurgeon who is over 50 years old and has an appointment available tomorrow.,png/U2S1-0370.png,,
U2S1-0371,Find press releases by the antitrust division in 2022.,png/U2S1-0371.png,,
U2S1-0372,"Estimate the federal income tax I would owe on $158,500 of taxable income in ZIP code 97007, filing as single.",png/U2S1-0372.png,,
U2S1-0373,"Estimate the federal income tax I would owe on $158,500 of taxable income in ZIP code 97007, filing as single.",png/U2S1-0373.png,,
U2S1-0374,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0374.png,,
U2S1-0375,"Estimate the federal income tax I would owe on $158,500 of taxable income in ZIP code 97007, filing as single.",png/U2S1-0375.png,,
U2S1-0376,View the speakers that are bluetooth and wireless and filter the results to only show models that are on sale and cost less than $50.,png/U2S1-0376.png,,
U2S1-0377,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0377.png,,
U2S1-0378,Look for the largest hunting land for auction in Kansas high plain region with mineral rights posted in the last seven days.,png/U2S1-0378.png,,
U2S1-0379,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0379.png,,
U2S1-0380,Look for the largest hunting land for auction in Kansas high plain region with mineral rights posted in the last seven days.,png/U2S1-0380.png,,
U2S1-0381,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0381.png,,
U2S1-0382,"See Nissan and Honda cars for sale near Kentwood, MI 49512 on CarMax.",png/U2S1-0382.png,,
U2S1-0383,Find press releases by the antitrust division in 2022.,png/U2S1-0383.png,,
U2S1-0384,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0384.png,,
U2S1-0385,Find press releases by the antitrust division in 2022.,png/U2S1-0385.png,,
U2S1-0386,"Complete a multiplication quiz on https://www.coolmath4kids.com/, covering multiplication facts for 11-12. The quiz should consist of 10 questions, with unlimited time allowed for each. The goal is to achieve a perfect score of 10 out of 10.",png/U2S1-0386.png,,
U2S1-0387,"Find parking near the San Francisco Museum of Modern Art from June 18, 1:00 PM to 5:00 PM. I'm driving a Ford F-150 and need a garage that allows in-and-out privileges. If there are multiple options, show me the details of the one with the lowest price.",png/U2S1-0387.png,,
U2S1-0388,Check the status of bus S92 for any disruptions on new.mta.info.,png/U2S1-0388.png,,
U2S1-0389,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0389.png,,
U2S1-0390,"Estimate the federal income tax I would owe on $158,500 of taxable income in ZIP code 97007, filing as single.",png/U2S1-0390.png,,
U2S1-0391,Show me Diagnoses & Treatment for Female infertility.,png/U2S1-0391.png,,
U2S1-0392,"Find a gas station in Manhattan, NY with a rating above 4.0, and sort the user reviews by the lowest rating.",png/U2S1-0392.png,,
U2S1-0393,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-0393.png,,
U2S1-0394,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0394.png,,
U2S1-0395,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0395.png,,
U2S1-0396,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0396.png,,
U2S1-0397,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0397.png,,
U2S1-0398,Find a neurosurgeon who is over 50 years old and has an appointment available tomorrow.,png/U2S1-0398.png,,
U2S1-0399,Calculate the shipping cost for 4 pound package from Texas to New York.,png/U2S1-0399.png,,
U2S1-0400,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0400.png,,
U2S1-0401,Find the HGX H100 driver for Ubuntu 22.04 on AMD64 CPU.,png/U2S1-0401.png,,
U2S1-0402,Check the status of bus S92 for any disruptions on new.mta.info.,png/U2S1-0402.png,,
U2S1-0403,Look for the largest hunting land for auction in Kansas high plain region with mineral rights posted in the last seven days.,png/U2S1-0403.png,,
U2S1-0404,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym.",png/U2S1-0404.png,,
U2S1-0405,Search for NordicTrack with the lowest price.,png/U2S1-0405.png,,
U2S1-0406,Check the status of bus S92 for any disruptions on new.mta.info.,png/U2S1-0406.png,,
U2S1-0407,Find the best-selling vinyl record by an artist from New York City in the classical music genre.,png/U2S1-0407.png,,
U2S1-0408,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-0408.png,,
U2S1-0409,"Find parking near the San Francisco Museum of Modern Art from June 18, 1:00 PM to 5:00 PM. I'm driving a Ford F-150 and need a garage that allows in-and-out privileges. If there are multiple options, show me the details of the one with the lowest price.",png/U2S1-0409.png,,
U2S1-0410,Find a neurosurgeon who is over 50 years old and has an appointment available tomorrow.,png/U2S1-0410.png,,
U2S1-0411,Show me Diagnoses & Treatment for Female infertility.,png/U2S1-0411.png,,
U2S1-0412,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-0412.png,,
U2S1-0413,Find the next available date for Albion Basin.,png/U2S1-0413.png,,
U2S1-0414,Find 12 Monkeys community and view the latest posts mentioning James Cole.,png/U2S1-0414.png,,
U2S1-0415,"Find a female MD Cardiologist in Jacksonville, Florida.",png/U2S1-0415.png,,
U2S1-0416,"Get quotes for a package weighing 10 lbs with dimensions of 2 inches in length, width, and height, being shipped from Long Beach, 90802 to Portland, 97201.",png/U2S1-0416.png,,
U2S1-0417,"Search for rentals in Corning, CA with a maximum price of $1500.",png/U2S1-0417.png,,
U2S1-0418,Check the status of bus S92 for any disruptions on new.mta.info.,png/U2S1-0418.png,,
U2S1-0419,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0419.png,,
U2S1-0420,Find the best-selling vinyl record by an artist from New York City in the classical music genre.,png/U2S1-0420.png,,
U2S1-0421,Find press releases by the antitrust division in 2022.,png/U2S1-0421.png,,
U2S1-0422,Check the status of bus S92 for any disruptions on new.mta.info.,png/U2S1-0422.png,,
U2S1-0423,Find press releases by the antitrust division in 2022.,png/U2S1-0423.png,,
U2S1-0424,"Find a gas station in Manhattan, NY with a rating above 4.0, and sort the user reviews by the lowest rating.",png/U2S1-0424.png,,
U2S1-0425,"Complete a multiplication quiz on https://www.coolmath4kids.com/, covering multiplication facts for 11-12. The quiz should consist of 10 questions, with unlimited time allowed for each. The goal is to achieve a perfect score of 10 out of 10.",png/U2S1-0425.png,,
U2S1-0426,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0426.png,,
U2S1-0427,Look for the largest hunting land for auction in Kansas high plain region with mineral rights posted in the last seven days.,png/U2S1-0427.png,,
U2S1-0428,Check the status of bus S92 for any disruptions on new.mta.info.,png/U2S1-0428.png,,
U2S1-0429,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0429.png,,
U2S1-0430,"Find parking near the San Francisco Museum of Modern Art from June 18, 1:00 PM to 5:00 PM. I'm driving a Ford F-150 and need a garage that allows in-and-out privileges. If there are multiple options, show me the details of the one with the lowest price.",png/U2S1-0430.png,,
U2S1-0431,"Estimate the federal income tax I would owe on $158,500 of taxable income in ZIP code 97007, filing as single.",png/U2S1-0431.png,,
U2S1-0432,Find 12 Monkeys community and view the latest posts mentioning James Cole.,png/U2S1-0432.png,,
U2S1-0433,"Estimate the federal income tax I would owe on $158,500 of taxable income in ZIP code 97007, filing as single.",png/U2S1-0433.png,,
U2S1-0434,Browse recipes for gluten-free chocolate chip cookies that can be made without nuts.,png/U2S1-0434.png,,
U2S1-0435,"Estimate the federal income tax I would owe on $158,500 of taxable income in ZIP code 97007, filing as single.",png/U2S1-0435.png,,
U2S1-0436,Open the page with an overview of the submission of releases on Discogs.,png/U2S1-0436.png,,
U2S1-0437,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0437.png,,
U2S1-0438,Check the status of bus S92 for any disruptions on new.mta.info.,png/U2S1-0438.png,,
U2S1-0439,Find an energetic hairless dog with medium barking.,png/U2S1-0439.png,,
U2S1-0440,Look for the best rated BBB accredited charity near 12023.,png/U2S1-0440.png,,
U2S1-0441,"See Nissan and Honda cars for sale near Kentwood, MI 49512 on CarMax.",png/U2S1-0441.png,,
U2S1-0442,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0442.png,,
U2S1-0443,"Find parking near the San Francisco Museum of Modern Art from June 18, 1:00 PM to 5:00 PM. I'm driving a Ford F-150 and need a garage that allows in-and-out privileges. If there are multiple options, show me the details of the one with the lowest price.",png/U2S1-0443.png,,
U2S1-0444,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0444.png,,
U2S1-0445,View the speakers that are bluetooth and wireless and filter the results to only show models that are on sale and cost less than $50.,png/U2S1-0445.png,,
U2S1-0446,Find a house cleaning service in 10001 on a weekly basis.,png/U2S1-0446.png,,
U2S1-0447,Find the HGX H100 driver for Ubuntu 22.04 on AMD64 CPU.,png/U2S1-0447.png,,
U2S1-0448,Look for the best rated BBB accredited charity near 12023.,png/U2S1-0448.png,,
U2S1-0449,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0449.png,,
U2S1-0450,Find a neurosurgeon who is over 50 years old and has an appointment available tomorrow.,png/U2S1-0450.png,,
U2S1-0451,Find press releases by the antitrust division in 2022.,png/U2S1-0451.png,,
U2S1-0452,"Get quotes for a package weighing 10 lbs with dimensions of 2 inches in length, width, and height, being shipped from Long Beach, 90802 to Portland, 97201.",png/U2S1-0452.png,,
U2S1-0453,"Estimate the federal income tax I would owe on $158,500 of taxable income in ZIP code 97007, filing as single.",png/U2S1-0453.png,,
U2S1-0454,Tell me information about what identification I need to bring on my trip on Amtrak.,png/U2S1-0454.png,,
U2S1-0455,Show me Diagnoses & Treatment for Female infertility.,png/U2S1-0455.png,,
U2S1-0456,Find 12 Monkeys community and view the latest posts mentioning James Cole.,png/U2S1-0456.png,,
U2S1-0457,"Search for papers related to reinforcement learning under the topics of computer science and mathematics on arxiv, with recent submission dates between September 2024 and January 2025.",png/U2S1-0457.png,,
