item_id,agent_file,task_id,frame_index,confirmed_task
B2-0276,operator_results.json,da8f3823a827c7d3a492f383808e7912,84,Find and open the earliest press release.
B2-0277,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,171,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0278,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,103,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0279,operator_results.json,7e1047f4803237f319c004f7a7f6bccb,43,"Discover the trade-in value of my Intel 7th generation i3 Windows 10, HP laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
B2-0280,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,153,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0281,operator_results.json,7e1047f4803237f319c004f7a7f6bccb,77,"Discover the trade-in value of my Intel 7th generation i3 Windows 10, HP laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
B2-0282,operator_results.json,6b2cfae0ef25c73d1224b6ab74cb8b63,138,Find Devin Booker's highest-scoring points per game playoff run.
B2-0283,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,78,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0284,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,161,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0285,operator_results.json,f2be37a9a60fbc25b6b11cf622d17352,62,Find obedience trials in state of New York during the month of May.
B2-0286,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,94,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0287,browser_use_results.json,905cb53061c33aa2d77e485fe1fca516,3,Browse dermatologists within 10 miles of zip code 10019 and filter by only those who accept Blue Medicare Advantage.
B2-0288,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,183,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0289,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,141,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0290,agente_results.json,c181f903ec1107b850032c17cad88393,17,Help me identify a white round pill with 123 written on it.
B2-0291,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,208,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0292,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,44,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0293,operator_results.json,ef289e34a2f59a707cb07e2a6229ff03,62,Compare the Acura CL 2003 with the ILX 2022.
B2-0294,browser_use_results.json,dcd26e662a616d373ddd339747c6ce5b,14,"Take a weight management quiz to find a motivating article for a non-exercising, mostly eating out and can't control portions and cravings, and who has a strong support system, enjoys traveling, loves family time and cooking."
B2-0295,operator_results.json,f2be37a9a60fbc25b6b11cf622d17352,59,Find obedience trials in state of New York during the month of May.
B2-0296,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,62,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0297,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,67,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0298,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,179,Find an English bulldog near zip code 90028 that was cared for by a private owner.
B2-0299,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,44,Find an English bulldog near zip code 90028 that was cared for by a private owner.
B2-0300,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,156,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0301,operator_results.json,6b2cfae0ef25c73d1224b6ab74cb8b63,68,Find Devin Booker's highest-scoring points per game playoff run.
B2-0302,operator_results.json,7e1047f4803237f319c004f7a7f6bccb,34,"Discover the trade-in value of my Intel 7th generation i3 Windows 10, HP laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
B2-0303,operator_results.json,a13e4231a3d6a7000c622c56448d97ba,115,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym."
B2-0304,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,164,Find an English bulldog near zip code 90028 that was cared for by a private owner.
B2-0305,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,124,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0306,operator_results.json,1223b07536a87e0170ff87cbbebd1d3c,18,"Complete a multiplication quiz on https://www.coolmath4kids.com/, covering multiplication facts for 11-12. The quiz should consist of 10 questions, with unlimited time allowed for each. The goal is to achieve a perfect score of 10 out of 10."
B2-0307,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,10,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0308,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,11,Find an English bulldog near zip code 90028 that was cared for by a private owner.
B2-0309,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,202,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0310,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,125,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0311,operator_results.json,4639a54f3ab549864fd8d60b7398b1e1,122,Find a white female kitten within 35 miles of zip 77494.
B2-0312,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,42,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0313,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,35,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0314,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,132,Find an English bulldog near zip code 90028 that was cared for by a private owner.
B2-0315,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,140,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0316,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,53,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0317,operator_results.json,753f372c189d3b306623cb0c65b50320,57,"Compare the U.S. ETP Odd Lot Rate (%) between Quartile 1 and Quartile 4, viewing quartiles by price, and display the chart with a logarithmic scale on the vertical axis."
B2-0318,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,209,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0319,operator_results.json,f2be37a9a60fbc25b6b11cf622d17352,52,Find obedience trials in state of New York during the month of May.
B2-0320,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,9,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0321,operator_results.json,4639a54f3ab549864fd8d60b7398b1e1,50,Find a white female kitten within 35 miles of zip 77494.
B2-0322,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,144,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0323,operator_results.json,4639a54f3ab549864fd8d60b7398b1e1,145,Find a white female kitten within 35 miles of zip 77494.
B2-0324,operator_results.json,a13e4231a3d6a7000c622c56448d97ba,14,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym."
B2-0325,operator_results.json,1223b07536a87e0170ff87cbbebd1d3c,37,"Complete a multiplication quiz on https://www.coolmath4kids.com/, covering multiplication facts for 11-12. The quiz should consist of 10 questions, with unlimited time allowed for each. The goal is to achieve a perfect score of 10 out of 10."
B2-0326,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,150,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0327,operator_results.json,a13e4231a3d6a7000c622c56448d97ba,75,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym."
B2-0328,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,157,Find an English bulldog near zip code 90028 that was cared for by a private owner.
B2-0329,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,143,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0330,operator_results.json,4639a54f3ab549864fd8d60b7398b1e1,139,Find a white female kitten within 35 miles of zip 77494.
B2-0331,operator_results.json,11857213ca01510f12813740afd59918,59,"Add the most top-selling Adidas men's basketball shoe in red, size 10 to my cart."
B2-0332,operator_results.json,4639a54f3ab549864fd8d60b7398b1e1,194,Find a white female kitten within 35 miles of zip 77494.
B2-0333,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,124,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0334,operator_results.json,6b2cfae0ef25c73d1224b6ab74cb8b63,286,Find Devin Booker's highest-scoring points per game playoff run.
B2-0335,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,28,Find an English bulldog near zip code 90028 that was cared for by a private owner.
B2-0336,operator_results.json,7e1047f4803237f319c004f7a7f6bccb,81,"Discover the trade-in value of my Intel 7th generation i3 Windows 10, HP laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
B2-0337,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,181,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0338,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,88,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0339,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,114,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0340,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,148,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0341,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,117,Find an English bulldog near zip code 90028 that was cared for by a private owner.
B2-0342,operator_results.json,6b2cfae0ef25c73d1224b6ab74cb8b63,133,Find Devin Booker's highest-scoring points per game playoff run.
B2-0343,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,98,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0344,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,137,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0345,operator_results.json,b2f4fde2fce122a93c7b578086cb0585,228,"Find the cheapest hotel + flight + car package from New York to San Francisco, departing tomorrow and returning on the fourth day from departure, for two adults and a six-year-old child. The package should be one room with free breakfast and spa access."
B2-0346,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,77,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0347,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,77,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0348,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,134,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0349,operator_results.json,4639a54f3ab549864fd8d60b7398b1e1,15,Find a white female kitten within 35 miles of zip 77494.
B2-0350,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,96,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0351,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,9,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0352,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,184,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0353,operator_results.json,e4e097222d13a2560db6f6892612dab6,46,Search for a young spayed male dog cared for by a private owner within 50 miles of zip 33109.
B2-0354,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,132,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0355,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,80,Find an English bulldog near zip code 90028 that was cared for by a private owner.
B2-0356,operator_results.json,7e1047f4803237f319c004f7a7f6bccb,64,"Discover the trade-in value of my Intel 7th generation i3 Windows 10, HP laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
B2-0357,operator_results.json,4639a54f3ab549864fd8d60b7398b1e1,9,Find a white female kitten within 35 miles of zip 77494.
B2-0358,operator_results.json,4639a54f3ab549864fd8d60b7398b1e1,115,Find a white female kitten within 35 miles of zip 77494.
B2-0359,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,60,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0360,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,151,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0361,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,174,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0362,operator_results.json,da8f3823a827c7d3a492f383808e7912,44,Find and open the earliest press release.
B2-0363,operator_results.json,753f372c189d3b306623cb0c65b50320,40,"Compare the U.S. ETP Odd Lot Rate (%) between Quartile 1 and Quartile 4, viewing quartiles by price, and display the chart with a logarithmic scale on the vertical axis."
B2-0364,operator_results.json,7e1047f4803237f319c004f7a7f6bccb,28,"Discover the trade-in value of my Intel 7th generation i3 Windows 10, HP laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
B2-0365,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,148,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0366,operator_results.json,4639a54f3ab549864fd8d60b7398b1e1,164,Find a white female kitten within 35 miles of zip 77494.
B2-0367,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,164,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0368,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,174,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0369,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,43,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0370,operator_results.json,4639a54f3ab549864fd8d60b7398b1e1,159,Find a white female kitten within 35 miles of zip 77494.
B2-0371,operator_results.json,6b2cfae0ef25c73d1224b6ab74cb8b63,52,Find Devin Booker's highest-scoring points per game playoff run.
B2-0372,operator_results.json,a13e4231a3d6a7000c622c56448d97ba,25,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym."
B2-0373,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,179,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0374,operator_results.json,a13e4231a3d6a7000c622c56448d97ba,92,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym."
B2-0375,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,105,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0376,operator_results.json,6b2cfae0ef25c73d1224b6ab74cb8b63,229,Find Devin Booker's highest-scoring points per game playoff run.
B2-0377,operator_results.json,4639a54f3ab549864fd8d60b7398b1e1,70,Find a white female kitten within 35 miles of zip 77494.
B2-0378,operator_results.json,7e1047f4803237f319c004f7a7f6bccb,82,"Discover the trade-in value of my Intel 7th generation i3 Windows 10, HP laptop in fair condition,  which has 8 GB memory and can be powered on, proceed for the in-store trade-in."
B2-0379,claude_computer_use_3.7_results.json,627f7a18d85f29a687234f1ade4585c2,9,Find the current league leader in total blocked shots.
B2-0380,claude_computer_use_3.7_results.json,0a54069a0ef542e571d1fee7f39c93d5,15,Browse senior spayed/neutered dogs near zip code 90028.
B2-0381,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,203,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0382,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,104,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0383,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,144,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0384,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,100,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0385,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,122,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0386,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,29,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0387,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,29,Find an English bulldog near zip code 90028 that was cared for by a private owner.
B2-0388,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,38,Find an English bulldog near zip code 90028 that was cared for by a private owner.
B2-0389,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,6,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0390,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,85,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0391,operator_results.json,1223b07536a87e0170ff87cbbebd1d3c,11,"Complete a multiplication quiz on https://www.coolmath4kids.com/, covering multiplication facts for 11-12. The quiz should consist of 10 questions, with unlimited time allowed for each. The goal is to achieve a perfect score of 10 out of 10."
B2-0392,operator_results.json,4639a54f3ab549864fd8d60b7398b1e1,93,Find a white female kitten within 35 miles of zip 77494.
B2-0393,operator_results.json,4639a54f3ab549864fd8d60b7398b1e1,22,Find a white female kitten within 35 miles of zip 77494.
B2-0394,operator_results.json,6b2cfae0ef25c73d1224b6ab74cb8b63,275,Find Devin Booker's highest-scoring points per game playoff run.
B2-0395,operator_results.json,6b2cfae0ef25c73d1224b6ab74cb8b63,144,Find Devin Booker's highest-scoring points per game playoff run.
B2-0396,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,166,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0397,operator_results.json,6b2cfae0ef25c73d1224b6ab74cb8b63,211,Find Devin Booker's highest-scoring points per game playoff run.
B2-0398,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,119,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0399,operator_results.json,f2be37a9a60fbc25b6b11cf622d17352,47,Find obedience trials in state of New York during the month of May.
B2-0400,operator_results.json,753f372c189d3b306623cb0c65b50320,68,"Compare the U.S. ETP Odd Lot Rate (%) between Quartile 1 and Quartile 4, viewing quartiles by price, and display the chart with a logarithmic scale on the vertical axis."
B2-0401,operator_results.json,6b2cfae0ef25c73d1224b6ab74cb8b63,85,Find Devin Booker's highest-scoring points per game playoff run.
B2-0402,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,89,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0403,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,54,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0404,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,170,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0405,operator_results.json,f2be37a9a60fbc25b6b11cf622d17352,64,Find obedience trials in state of New York during the month of May.
B2-0406,operator_results.json,4639a54f3ab549864fd8d60b7398b1e1,103,Find a white female kitten within 35 miles of zip 77494.
B2-0407,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,210,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0408,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,90,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0409,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,34,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0410,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,47,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0411,operator_results.json,4639a54f3ab549864fd8d60b7398b1e1,176,Find a white female kitten within 35 miles of zip 77494.
B2-0412,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,53,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0413,operator_results.json,6b2cfae0ef25c73d1224b6ab74cb8b63,321,Find Devin Booker's highest-scoring points per game playoff run.
B2-0414,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,132,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0415,browser_use_results.json,dcd26e662a616d373ddd339747c6ce5b,21,"Take a weight management quiz to find a motivating article for a non-exercising, mostly eating out and can't control portions and cravings, and who has a strong support system, enjoys traveling, loves family time and cooking."
B2-0416,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,5,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0417,operator_results.json,6b2cfae0ef25c73d1224b6ab74cb8b63,241,Find Devin Booker's highest-scoring points per game playoff run.
B2-0418,operator_results.json,4639a54f3ab549864fd8d60b7398b1e1,173,Find a white female kitten within 35 miles of zip 77494.
B2-0419,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,40,Find an English bulldog near zip code 90028 that was cared for by a private owner.
B2-0420,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,204,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0421,operator_results.json,b3f8bd9198d9d157e0848109563c4b23,201,"Find a permanent job in Logistics within 20 miles of New York, zip 11005, in the middle-income range for a high school diploma holder."
B2-0422,operator_results.json,33bd2cdcea4fcc42a09a8a1e4e5841c6,150,"Add a 5-piece Tenders Combo to my bag with Sweet Corn as the side, Sweet Tea as the drink, and both Honey BBQ and Honey Mustard sauces. Select the store closest to Zip code 10001 for pick-up tomorrow at 12:00 PM."
B2-0423,operator_results.json,2e4e21cf1449c6894b17d571c47b77ea,62,Find an English bulldog near zip code 90028 that was cared for by a private owner.
B2-0424,operator_results.json,fe33894188d20d7469f37a9fd855e7ff,134,"Find me Python 3.9 packages on PyPI that are designed for the Web Environment, licensed under MIT, have a stable production status, and are intended for developers."
B2-0425,operator_results.json,4639a54f3ab549864fd8d60b7398b1e1,8,Find a white female kitten within 35 miles of zip 77494.
B2-0426,operator_results.json,a13e4231a3d6a7000c622c56448d97ba,123,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym."
B2-0427,operator_results.json,a13e4231a3d6a7000c622c56448d97ba,94,"Find an Airbnb in Cleveland for three nights. The check-in date is the day after tomorrow. We have 2 adults, 2 kids, and 1 pet. The budget is $100 to $300 per night. Essential amenities include free parking, a washer, and a gym."
B2-0428,operator_results.json,6b2cfae0ef25c73d1224b6ab74cb8b63,182,Find Devin Booker's highest-scoring points per game playoff run.
